year,word,freqword,tf,country
1970,organization,33,0.015949734171097147,China
1970,indo,23,0.011116481391976801,China
1970,indochina,20,0.009666505558240696,China
1970,international,20,0.009666505558240696,China
1970,world,20,0.009666505558240696,China
1970,american,17,0.008216529724504592,China
1970,cambodia,17,0.008216529724504592,China
1970,powers,17,0.008216529724504592,China
1970,peace,16,0.007733204446592557,China
1970,asia,15,0.007249879168680522,China
1970,struggle,15,0.007249879168680522,China
1970,question,14,0.006766553890768487,China
1970,rights,14,0.006766553890768487,China
1970,aggression,13,0.006283228612856452,China
1970,government,13,0.006283228612856452,China
1970,war,12,0.005799903334944417,China
1970,settlement,11,0.005316578057032383,China
1970,unitedstates,11,0.005316578057032383,China
1970,vietnam,11,0.005316578057032383,China
1970,communist,10,0.004833252779120348,China
1970,representation,10,0.004833252779120348,China
1970,charter,9,0.0043499275012083135,China
1970,east,9,0.0043499275012083135,China
1970,relations,9,0.0043499275012083135,China
1971,government,131,0.015234329573206187,China
1971,indo,113,0.013141062914292359,China
1971,organization,101,0.011745551808349809,China
1971,unitedstates,101,0.011745551808349809,China
1971,world,95,0.011047796255378533,China
1971,assembly,84,0.00976857774159786,China
1971,peace,77,0.008954529596464705,China
1971,rights,76,0.008838237004302826,China
1971,question,75,0.008721944412140947,China
1971,international,69,0.008024188859169671,China
1971,relations,64,0.007442725898360274,China
1971,representation,64,0.007442725898360274,China
1971,security,57,0.006628677753227119,China
1971,lawful,45,0.005233166647284568,China
1971,policy,45,0.005233166647284568,China
1971,restoration,45,0.005233166647284568,China
1971,seat,45,0.005233166647284568,China
1971,war,45,0.005233166647284568,China
1971,council,39,0.004535411094313292,China
1971,vietnam,39,0.004535411094313292,China
1971,taiwan,38,0.004419118502151413,China
1971,charter,36,0.004186533317827654,China
1971,delegation,36,0.004186533317827654,China
1972,indochina,90,0.022744503411675512,China
1972,unitedstates,81,0.02047005307050796,China
1972,vietnam,46,0.011624968410411928,China
1972,world,44,0.011119535001263583,China
1972,relations,40,0.010108668182966895,China
1972,war,40,0.010108668182966895,China
1972,organization,38,0.00960323477381855,China
1972,peace,38,0.00960323477381855,China
1972,international,27,0.006823351023502654,China
1972,government,24,0.006065200909780136,China
1972,japan,22,0.005559767500631791,China
1972,sovietunion,22,0.005559767500631791,China
1972,president,20,0.005054334091483447,China
1972,rights,20,0.005054334091483447,China
1972,aggression,19,0.004801617386909275,China
1972,east,18,0.004548900682335102,China
1972,asia,17,0.00429618397776093,China
1972,security,17,0.00429618397776093,China
1972,south,17,0.00429618397776093,China
1972,american,16,0.004043467273186757,China
1972,foreign,16,0.004043467273186757,China
1973,indo,104,0.03716940671908506,China
1973,peace,57,0.02037169406719085,China
1973,unitedstates,39,0.013938527519656898,China
1973,vietnam,36,0.012866333095067906,China
1973,war,27,0.00964974982130093,China
1973,international,25,0.008934953538241601,China
1973,relations,23,0.008220157255182273,China
1973,world,23,0.008220157255182273,China
1973,agreements,22,0.007862759113652609,China
1973,operation,20,0.007147962830593281,China
1973,government,18,0.006433166547533953,China
1973,paris,18,0.006433166547533953,China
1973,agreement,17,0.006075768406004289,China
1973,asia,16,0.005718370264474625,China
1973,powers,16,0.005718370264474625,China
1973,situation,16,0.005718370264474625,China
1973,sovietunion,16,0.005718370264474625,China
1973,development,14,0.005003573981415297,China
1973,east,14,0.005003573981415297,China
1973,region,14,0.005003573981415297,China
1973,security,13,0.004646175839885632,China
1973,cambodia,12,0.004288777698355968,China
1973,democratic,12,0.004288777698355968,China
1973,forces,12,0.004288777698355968,China
1973,foreign,12,0.004288777698355968,China
1973,japan,12,0.004288777698355968,China
1973,peninsula,12,0.004288777698355968,China
1973,political,12,0.004288777698355968,China
1974,indochina,48,0.03571428571428571,China
1974,peace,24,0.017857142857142856,China
1974,world,19,0.014136904761904762,China
1974,east,18,0.013392857142857142,China
1974,situation,16,0.011904761904761904,China
1974,middle,14,0.010416666666666666,China
1974,government,13,0.009672619047619048,China
1974,national,12,0.008928571428571428,China
1974,support,10,0.00744047619047619,China
1974,war,10,0.00744047619047619,China
1974,agreement,8,0.005952380952380952,China
1974,forces,8,0.005952380952380952,China
1974,imperialist,8,0.005952380952380952,China
1974,sovietunion,8,0.005952380952380952,China
1974,unitedstates,8,0.005952380952380952,China
1974,independence,7,0.005208333333333333,China
1974,international,7,0.005208333333333333,China
1974,laos,7,0.005208333333333333,China
1974,relations,7,0.005208333333333333,China
1974,security,7,0.005208333333333333,China
1974,struggle,7,0.005208333333333333,China
1974,vietnam,7,0.005208333333333333,China
1974,continue,6,0.004464285714285714,China
1974,cyprus,6,0.004464285714285714,China
1974,foreign,6,0.004464285714285714,China
1974,machinations,6,0.004464285714285714,China
1974,military,6,0.004464285714285714,China
1974,political,6,0.004464285714285714,China
1974,powers,6,0.004464285714285714,China
1975,indo,70,0.04837595024187975,China
1975,war,28,0.019350380096751902,China
1975,peace,22,0.01520387007601935,China
1975,indochina,16,0.0110573600552868,China
1975,international,14,0.009675190048375951,China
1975,vietnam,14,0.009675190048375951,China
1975,victory,13,0.008984105044920525,China
1975,forces,11,0.007601935038009675,China
1975,south,11,0.007601935038009675,China
1975,security,10,0.006910850034554251,China
1975,asia,9,0.006219765031098825,China
1975,east,9,0.006219765031098825,China
1975,operation,9,0.006219765031098825,China
1975,struggle,9,0.006219765031098825,China
1975,world,9,0.006219765031098825,China
1975,colonialism,8,0.0055286800276434,China
1975,government,8,0.0055286800276434,China
1975,situation,8,0.0055286800276434,China
1975,conference,7,0.0048375950241879755,China
1975,imperialism,7,0.0048375950241879755,China
1975,region,7,0.0048375950241879755,China
1975,aggression,6,0.00414651002073255,China
1975,imperialist,6,0.00414651002073255,China
1975,independence,6,0.00414651002073255,China
1975,liberation,6,0.00414651002073255,China
1975,machinations,6,0.00414651002073255,China
1975,time,6,0.00414651002073255,China
1975,unitedstates,6,0.00414651002073255,China
1976,mao,35,0.023809523809523808,China
1976,chairman,30,0.02040816326530612,China
1976,tsetung,28,0.01904761904761905,China
1976,world,27,0.018367346938775512,China
1976,government,22,0.014965986394557823,China
1976,delegation,18,0.012244897959183673,China
1976,condolences,17,0.011564625850340135,China
1976,indochina,16,0.010884353741496598,China
1976,leader,16,0.010884353741496598,China
1976,loss,12,0.00816326530612245,China
1976,death,11,0.007482993197278911,China
1976,express,11,0.007482993197278911,China
1976,international,10,0.006802721088435374,China
1976,peace,10,0.006802721088435374,China
1976,struggle,10,0.006802721088435374,China
1976,history,9,0.006122448979591836,China
1976,memory,8,0.005442176870748299,China
1976,passing,8,0.005442176870748299,China
1976,president,8,0.005442176870748299,China
1976,behalf,7,0.004761904761904762,China
1976,liberation,7,0.004761904761904762,China
1976,sincere,7,0.004761904761904762,China
1976,time,7,0.004761904761904762,China
1976,unitedstates,7,0.004761904761904762,China
1976,vietnam,7,0.004761904761904762,China
1976,deep,6,0.004081632653061225,China
1976,freedom,6,0.004081632653061225,China
1976,friendly,6,0.004081632653061225,China
1976,independence,6,0.004081632653061225,China
1976,mankind,6,0.004081632653061225,China
1976,modern,6,0.004081632653061225,China
1976,pay,6,0.004081632653061225,China
1976,relations,6,0.004081632653061225,China
1976,sorrow,6,0.004081632653061225,China
1976,tribute,6,0.004081632653061225,China
1976,war,6,0.004081632653061225,China
1977,indo,7,0.01832460732984293,China
1977,government,6,0.015706806282722512,China
1977,socialist,6,0.015706806282722512,China
1977,interference,5,0.013089005235602094,China
1977,affairs,4,0.010471204188481676,China
1977,democratic,4,0.010471204188481676,China
1977,relations,4,0.010471204188481676,China
1977,soviet,4,0.010471204188481676,China
1977,imperialism,3,0.007853403141361256,China
1977,including,3,0.007853403141361256,China
1977,integrity,3,0.007853403141361256,China
1977,international,3,0.007853403141361256,China
1977,machinations,3,0.007853403141361256,China
1977,national,3,0.007853403141361256,China
1977,peaceful,3,0.007853403141361256,China
1977,principles,3,0.007853403141361256,China
1977,recent,3,0.007853403141361256,China
1977,republics,3,0.007853403141361256,China
1977,sovereignty,3,0.007853403141361256,China
1977,taiwan,3,0.007853403141361256,China
1977,territorial,3,0.007853403141361256,China
1977,union,3,0.007853403141361256,China
1977,unitedstates,3,0.007853403141361256,China
1977,aid,2,0.005235602094240838,China
1977,asean,2,0.005235602094240838,China
1977,close,2,0.005235602094240838,China
1977,continent,2,0.005235602094240838,China
1977,contributed,2,0.005235602094240838,China
1977,displaced,2,0.005235602094240838,China
1977,efforts,2,0.005235602094240838,China
1977,equal,2,0.005235602094240838,China
1977,force,2,0.005235602094240838,China
1977,foreign,2,0.005235602094240838,China
1977,friendship,2,0.005235602094240838,China
1977,imperialist,2,0.005235602094240838,China
1977,internal,2,0.005235602094240838,China
1977,kampuchea,2,0.005235602094240838,China
1977,korea,2,0.005235602094240838,China
1977,mutually,2,0.005235602094240838,China
1977,negotiation,2,0.005235602094240838,China
1977,operation,2,0.005235602094240838,China
1977,peace,2,0.005235602094240838,China
1977,persons,2,0.005235602094240838,China
1977,political,2,0.005235602094240838,China
1977,protection,2,0.005235602094240838,China
1977,region,2,0.005235602094240838,China
1977,respect,2,0.005235602094240838,China
1977,solidarity,2,0.005235602094240838,China
1977,south,2,0.005235602094240838,China
1977,strengthening,2,0.005235602094240838,China
1977,struggle,2,0.005235602094240838,China
1977,support,2,0.005235602094240838,China
1977,supports,2,0.005235602094240838,China
1977,thailand,2,0.005235602094240838,China
1977,trade,2,0.005235602094240838,China
1977,umbrella,2,0.005235602094240838,China
1977,victory,2,0.005235602094240838,China
1977,vietnam,2,0.005235602094240838,China
1977,world,2,0.005235602094240838,China
1978,indo,21,0.022653721682847898,China
1978,government,12,0.012944983818770227,China
1978,vietnam,10,0.010787486515641856,China
1978,refugees,9,0.009708737864077669,China
1978,asia,8,0.008629989212513484,China
1978,international,8,0.008629989212513484,China
1978,relations,8,0.008629989212513484,China
1978,federation,6,0.006472491909385114,China
1978,france,6,0.006472491909385114,China
1978,leadership,6,0.006472491909385114,China
1978,nuclear,6,0.006472491909385114,China
1978,policy,6,0.006472491909385114,China
1978,community,5,0.005393743257820928,China
1978,displaced,5,0.005393743257820928,China
1978,kampuchea,5,0.005393743257820928,China
1978,persons,5,0.005393743257820928,China
1978,socialist,5,0.005393743257820928,China
1978,special,5,0.005393743257820928,China
1978,agreements,4,0.004314994606256742,China
1978,banner,4,0.004314994606256742,China
1978,east,4,0.004314994606256742,China
1978,efforts,4,0.004314994606256742,China
1978,forces,4,0.004314994606256742,China
1978,independence,4,0.004314994606256742,China
1978,machinations,4,0.004314994606256742,China
1978,peninsula,4,0.004314994606256742,China
1978,power,4,0.004314994606256742,China
1978,powers,4,0.004314994606256742,China
1978,south,4,0.004314994606256742,China
1978,strengthen,4,0.004314994606256742,China
1978,thailand,4,0.004314994606256742,China
1978,vietnamese,4,0.004314994606256742,China
1978,world,4,0.004314994606256742,China
1979,indo,88,0.036273701566364384,China
1979,vietnam,43,0.01772464962901896,China
1979,refugees,38,0.015663643858202802,China
1979,peace,25,0.010305028854080791,China
1979,south,25,0.010305028854080791,China
1979,east,24,0.00989282769991756,China
1979,asia,22,0.009068425391591096,China
1979,world,20,0.008244023083264633,China
1979,aggression,19,0.007831821929101401,China
1979,social,19,0.007831821929101401,China
1979,vietnamese,16,0.006595218466611707,China
1979,international,15,0.006183017312448475,China
1979,region,15,0.006183017312448475,China
1979,imperialists,14,0.005770816158285243,China
1979,kampuchea,14,0.005770816158285243,China
1979,imperialism,13,0.0053586150041220115,China
1979,geneva,12,0.00494641384995878,China
1979,war,12,0.00494641384995878,China
1979,imperialist,11,0.004534212695795548,China
1979,peking,11,0.004534212695795548,China
1979,relations,11,0.004534212695795548,China
1979,unitedstates,11,0.004534212695795548,China
1979,situation,10,0.004122011541632316,China
1979,stability,10,0.004122011541632316,China
1980,indo,36,0.01882845188284519,China
1980,kampuchea,23,0.01202928870292887,China
1980,asia,22,0.011506276150627616,China
1980,vietnam,22,0.011506276150627616,China
1980,vietnamese,22,0.011506276150627616,China
1980,indochina,21,0.010983263598326359,China
1980,peace,20,0.010460251046025104,China
1980,unitedstates,19,0.00993723849372385,China
1980,indochinese,18,0.009414225941422594,China
1980,aggression,17,0.00889121338912134,China
1980,imperialism,15,0.007845188284518828,China
1980,imperialist,15,0.007845188284518828,China
1980,afghanistan,14,0.007322175732217573,China
1980,southeast,14,0.007322175732217573,China
1980,east,13,0.006799163179916318,China
1980,war,13,0.006799163179916318,China
1980,asean,12,0.006276150627615063,China
1980,forces,12,0.006276150627615063,China
1980,world,12,0.006276150627615063,China
1980,reactionary,11,0.005753138075313808,China
1980,region,11,0.005753138075313808,China
1980,situation,11,0.005753138075313808,China
1980,international,10,0.005230125523012552,China
1980,south,10,0.005230125523012552,China
1980,machinations,9,0.004707112970711297,China
1980,security,9,0.004707112970711297,China
1980,struggle,9,0.004707112970711297,China
1980,tension,9,0.004707112970711297,China
1980,anti,8,0.0041841004184100415,China
1980,called,8,0.0041841004184100415,China
1980,democratic,8,0.0041841004184100415,China
1980,independence,8,0.0041841004184100415,China
1980,policy,8,0.0041841004184100415,China
1980,political,8,0.0041841004184100415,China
1980,refugees,8,0.0041841004184100415,China
1980,thailand,8,0.0041841004184100415,China
1980,time,8,0.0041841004184100415,China
1981,indochina,36,0.01683816651075772,China
1981,unitedstates,29,0.013564078578110383,China
1981,asia,27,0.012628624883068288,China
1981,kampuchea,25,0.011693171188026192,China
1981,vietnam,25,0.011693171188026192,China
1981,southeast,23,0.010757717492984098,China
1981,asean,22,0.01028999064546305,China
1981,indo,19,0.008886810102899906,China
1981,peace,18,0.00841908325537886,China
1981,region,18,0.00841908325537886,China
1981,indochinese,17,0.007951356407857811,China
1981,aggression,14,0.006548175865294668,China
1981,conference,14,0.006548175865294668,China
1981,south,13,0.00608044901777362,China
1981,military,12,0.005612722170252572,China
1981,policy,12,0.005612722170252572,China
1981,stability,12,0.005612722170252572,China
1981,independence,11,0.005144995322731525,China
1981,peking,11,0.005144995322731525,China
1981,political,11,0.005144995322731525,China
1981,principles,11,0.005144995322731525,China
1981,proposals,11,0.005144995322731525,China
1981,war,11,0.005144995322731525,China
1981,afghanistan,10,0.004677268475210477,China
1981,continue,10,0.004677268475210477,China
1981,east,10,0.004677268475210477,China
1981,international,10,0.004677268475210477,China
1981,relations,10,0.004677268475210477,China
1981,sovietunion,10,0.004677268475210477,China
1981,cooperation,9,0.00420954162768943,China
1981,democratic,9,0.00420954162768943,China
1981,foreign,9,0.00420954162768943,China
1981,socialist,9,0.00420954162768943,China
1982,indo,51,0.03860711582134747,China
1982,south,24,0.018168054504163512,China
1982,east,23,0.0174110522331567,China
1982,vietnam,23,0.0174110522331567,China
1982,asia,18,0.013626040878122634,China
1982,kampuchea,18,0.013626040878122634,China
1982,peace,18,0.013626040878122634,China
1982,asean,13,0.00984102952308857,China
1982,conference,13,0.00984102952308857,China
1982,thailand,13,0.00984102952308857,China
1982,foreign,11,0.008327024981074944,China
1982,stability,11,0.008327024981074944,China
1982,unitedstates,11,0.008327024981074944,China
1982,kampuchean,10,0.00757002271006813,China
1982,lao,10,0.00757002271006813,China
1982,proposals,10,0.00757002271006813,China
1982,region,10,0.00757002271006813,China
1982,international,8,0.006056018168054504,China
1982,time,8,0.006056018168054504,China
1982,called,7,0.005299015897047691,China
1982,democratic,7,0.005299015897047691,China
1982,ministers,7,0.005299015897047691,China
1982,operation,7,0.005299015897047691,China
1982,pol,7,0.005299015897047691,China
1982,relations,7,0.005299015897047691,China
1982,vietnamese,7,0.005299015897047691,China
1982,asian,6,0.004542013626040878,China
1982,border,6,0.004542013626040878,China
1982,forces,6,0.004542013626040878,China
1982,imperialist,6,0.004542013626040878,China
1982,july,6,0.004542013626040878,China
1982,pot,6,0.004542013626040878,China
1982,proposal,6,0.004542013626040878,China
1982,sovietunion,6,0.004542013626040878,China
1982,threat,6,0.004542013626040878,China
1983,indo,60,0.036297640653357534,China
1983,south,32,0.019358741681790685,China
1983,asia,31,0.018753781004234724,China
1983,east,31,0.018753781004234724,China
1983,peace,22,0.013309134906231096,China
1983,vietnam,19,0.011494252873563218,China
1983,unitedstates,17,0.0102843315184513,China
1983,asean,16,0.009679370840895343,China
1983,thailand,14,0.008469449485783424,China
