year,word,freqword,tf,country
1970,organization,33,0.01569933396764986,China
1970,indo,23,0.010941960038058992,China
1970,indochina,20,0.009514747859181731,China
1970,international,20,0.009514747859181731,China
1970,world,20,0.009514747859181731,China
1970,american,17,0.008087535680304472,China
1970,cambodia,17,0.008087535680304472,China
1970,powers,17,0.008087535680304472,China
1970,peace,16,0.007611798287345386,China
1970,asia,15,0.007136060894386299,China
1970,struggle,15,0.007136060894386299,China
1970,question,14,0.006660323501427212,China
1970,rights,14,0.006660323501427212,China
1970,aggression,13,0.006184586108468126,China
1970,government,13,0.006184586108468126,China
1970,war,12,0.005708848715509039,China
1970,settlement,11,0.005233111322549952,China
1970,unitedstates,11,0.005233111322549952,China
1970,vietnam,11,0.005233111322549952,China
1970,communist,10,0.004757373929590866,China
1970,representation,10,0.004757373929590866,China
1970,charter,9,0.004281636536631779,China
1970,east,9,0.004281636536631779,China
1970,relations,9,0.004281636536631779,China
1970,admission,8,0.003805899143672693,China
1970,africa,8,0.003805899143672693,China
1970,conflict,8,0.003805899143672693,China
1970,lawful,8,0.003805899143672693,China
1970,policy,8,0.003805899143672693,China
1970,solution,8,0.003805899143672693,China
1970,support,8,0.003805899143672693,China
1970,vietnamese,8,0.003805899143672693,China
1970,assembly,7,0.003330161750713606,China
1970,imperialism,7,0.003330161750713606,China
1970,imperialists,7,0.003330161750713606,China
1970,legitimate,7,0.003330161750713606,China
1970,restoration,7,0.003330161750713606,China
1970,disarmament,6,0.0028544243577545195,China
1970,indochinese,6,0.0028544243577545195,China
1970,justice,6,0.0028544243577545195,China
1970,position,6,0.0028544243577545195,China
1970,power,6,0.0028544243577545195,China
1970,role,6,0.0028544243577545195,China
1970,seat,6,0.0028544243577545195,China
1970,socialist,6,0.0028544243577545195,China
1970,conference,5,0.002378686964795433,China
1970,continue,5,0.002378686964795433,China
1970,delegation,5,0.002378686964795433,China
1970,europe,5,0.002378686964795433,China
1970,foreign,5,0.002378686964795433,China
1970,korea,5,0.002378686964795433,China
1970,laos,5,0.002378686964795433,China
1970,liberation,5,0.002378686964795433,China
1970,mankind,5,0.002378686964795433,China
1970,membership,5,0.002378686964795433,China
1970,middle,5,0.002378686964795433,China
1970,participation,5,0.002378686964795433,China
1970,progress,5,0.002378686964795433,China
1970,regard,5,0.002378686964795433,China
1970,security,5,0.002378686964795433,China
1970,situation,5,0.002378686964795433,China
1970,south,5,0.002378686964795433,China
1970,soviet,5,0.002378686964795433,China
1970,time,5,0.002378686964795433,China
1970,troops,5,0.002378686964795433,China
1970,universality,5,0.002378686964795433,China
1971,government,131,0.014952630978198836,China
1971,indo,113,0.012898070996461591,China
1971,organization,101,0.011528364341970094,China
1971,unitedstates,101,0.011528364341970094,China
1971,world,95,0.010843511014724347,China
1971,assembly,84,0.009587946581440476,China
1971,peace,77,0.008788951032987102,China
1971,rights,76,0.008674808811779478,China
1971,question,75,0.008560666590571853,China
1971,international,69,0.007875813263326105,China
1971,relations,64,0.007305102157287981,China
1971,representation,64,0.007305102157287981,China
1971,security,57,0.006506106608834608,China
1971,lawful,45,0.005136399954343111,China
1971,policy,45,0.005136399954343111,China
1971,restoration,45,0.005136399954343111,China
1971,seat,45,0.005136399954343111,China
1971,war,45,0.005136399954343111,China
1971,council,39,0.004451546627097363,China
1971,vietnam,39,0.004451546627097363,China
1971,taiwan,38,0.004337404405889739,China
1971,charter,36,0.004109119963474489,China
1971,delegation,36,0.004109119963474489,China
1971,support,33,0.003766693299851615,China
1971,participation,32,0.0036525510786439906,China
1971,political,30,0.003424266636228741,China
1971,session,29,0.0033101244150211162,China
1971,solution,29,0.0033101244150211162,China
1971,time,29,0.0033101244150211162,China
1971,disarmament,28,0.0031959821938134917,China
1971,east,28,0.0031959821938134917,China
1971,representatives,28,0.0031959821938134917,China
1971,admission,27,0.003081839972605867,China
1971,hope,27,0.003081839972605867,China
1971,situation,27,0.003081839972605867,China
1971,legitimate,25,0.0028535555301906173,China
1971,permanent,25,0.0028535555301906173,China
1971,powers,25,0.0028535555301906173,China
1971,representative,24,0.002739413308982993,China
1971,america,22,0.0025111288665677434,China
1971,position,22,0.0025111288665677434,China
1971,view,22,0.0025111288665677434,China
1971,aggression,21,0.002396986645360119,China
1971,rightful,21,0.002396986645360119,China
1971,universality,21,0.002396986645360119,China
1971,asia,20,0.002282844424152494,China
1971,resolution,20,0.002282844424152494,China
1971,chinas,19,0.0021687022029448695,China
1971,efforts,19,0.0021687022029448695,China
1971,nuclear,19,0.0021687022029448695,China
1971,president,19,0.0021687022029448695,China
1971,principles,19,0.0021687022029448695,China
1971,proposal,19,0.0021687022029448695,China
1971,respect,19,0.0021687022029448695,China
1971,million,18,0.0020545599817372445,China
1972,indochina,90,0.022477522477522476,China
1972,unitedstates,81,0.020229770229770228,China
1972,vietnam,46,0.011488511488511488,China
1972,world,44,0.01098901098901099,China
1972,relations,40,0.00999000999000999,China
1972,war,40,0.00999000999000999,China
1972,organization,38,0.00949050949050949,China
1972,peace,38,0.00949050949050949,China
1972,international,27,0.006743256743256743,China
1972,government,24,0.005994005994005994,China
1972,japan,22,0.005494505494505495,China
1972,sovietunion,22,0.005494505494505495,China
1972,president,20,0.004995004995004995,China
1972,rights,20,0.004995004995004995,China
1972,aggression,19,0.004745254745254745,China
1972,east,18,0.004495504495504496,China
1972,asia,17,0.004245754245754246,China
1972,security,17,0.004245754245754246,China
1972,south,17,0.004245754245754246,China
1972,american,16,0.003996003996003996,China
1972,foreign,16,0.003996003996003996,China
1972,visit,15,0.0037462537462537465,China
1972,america,14,0.0034965034965034965,China
1972,detente,14,0.0034965034965034965,China
1972,indochinese,14,0.0034965034965034965,China
1972,peaceful,14,0.0034965034965034965,China
1972,restoration,14,0.0034965034965034965,China
1972,conflict,13,0.003246753246753247,China
1972,delegation,13,0.003246753246753247,China
1972,lawful,13,0.003246753246753247,China
1972,universality,13,0.003246753246753247,China
1972,continue,12,0.002997002997002997,China
1972,forces,12,0.002997002997002997,China
1972,laos,12,0.002997002997002997,China
1972,leaders,12,0.002997002997002997,China
1972,powers,12,0.002997002997002997,China
1972,struggle,12,0.002997002997002997,China
1972,troops,12,0.002997002997002997,China
1972,determination,11,0.0027472527472527475,China
1972,history,11,0.0027472527472527475,China
1972,minister,11,0.0027472527472527475,China
1972,operation,11,0.0027472527472527475,China
1972,peninsula,11,0.0027472527472527475,China
1972,prime,11,0.0027472527472527475,China
1972,talks,11,0.0027472527472527475,China
1972,withdrawal,11,0.0027472527472527475,China
1972,diplomatic,10,0.0024975024975024975,China
1972,middle,10,0.0024975024975024975,China
1972,national,10,0.0024975024975024975,China
1972,political,10,0.0024975024975024975,China
1972,situation,10,0.0024975024975024975,China
1972,solution,10,0.0024975024975024975,China
1972,soviet,10,0.0024975024975024975,China
1972,support,10,0.0024975024975024975,China
1972,assembly,9,0.002247752247752248,China
1972,community,9,0.002247752247752248,China
1972,continues,9,0.002247752247752248,China
1972,historic,9,0.002247752247752248,China
1972,hope,9,0.002247752247752248,China
1972,indo,9,0.002247752247752248,China
1972,meetings,9,0.002247752247752248,China
1972,nixon,9,0.002247752247752248,China
1972,policy,9,0.002247752247752248,China
1972,presence,9,0.002247752247752248,China
1972,session,9,0.002247752247752248,China
1972,settlement,9,0.002247752247752248,China
1972,weapons,9,0.002247752247752248,China
1973,indo,104,0.036645525017618044,China
1973,peace,57,0.0200845665961945,China
1973,unitedstates,39,0.013742071881606765,China
1973,vietnam,36,0.012684989429175475,China
1973,war,27,0.009513742071881607,China
1973,international,25,0.008809020436927413,China
1973,relations,23,0.00810429880197322,China
1973,world,23,0.00810429880197322,China
1973,agreements,22,0.007751937984496124,China
1973,operation,20,0.007047216349541931,China
1973,government,18,0.006342494714587738,China
1973,paris,18,0.006342494714587738,China
1973,agreement,17,0.005990133897110641,China
1973,asia,16,0.005637773079633545,China
1973,powers,16,0.005637773079633545,China
1973,situation,16,0.005637773079633545,China
1973,sovietunion,16,0.005637773079633545,China
1973,development,14,0.004933051444679351,China
1973,east,14,0.004933051444679351,China
1973,region,14,0.004933051444679351,China
1973,security,13,0.0045806906272022555,China
1973,cambodia,12,0.004228329809725159,China
1973,democratic,12,0.004228329809725159,China
